universityName,departmentName,ratioKo,ratioMath,ratioEn,ratioTg,cutoffPercentile70,recruitCount,competitionRate,additionalRank,koreanCut70,mathCut70,tamguCut70,region,admissionGroup,dataSource
대전대학교,중등특수교육과,0.3,0.25,0.2,0.25,41.8,2,4.5,1,42.0,18.0,53.5,대전,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
대전대학교,컴퓨터공학과,0.2,0.35,0.15,0.3,39.0,20,6.8,46,18.0,66.0,33.0,대전,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
대전대학교,토목환경공학과,0.2,0.35,0.15,0.3,48.5,8,6.0,9,65.0,52.0,38.5,대전,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
대전대학교,한의예과,0.2,0.35,0.15,0.3,96.8,9,11.4,19,97.0,95.0,97.5,대전,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
대전대학교,한의예과 (지역인재),0.2,0.35,0.15,0.3,94.5,5,8.8,9,99.0,93.0,93.0,대전,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
대전대학교,혜화리버럴아츠칼리지,0.25,0.3,0.2,0.25,54.0,83,2.84,83,34.0,,74.0,대전,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
대전대학교,화장품학과,0.25,0.3,0.2,0.25,49.0,5,3.6,13,51.0,68.0,38.5,대전,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
덕성여자대학교,과학기술대학,0.2,0.35,0.15,0.3,78.2,89,4.24,67,68.0,66.0,89.5,서울,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
덕성여자대학교,글로벌융합대학(유아교육과),0.3,0.25,0.2,0.25,70.0,16,3.50,12,93.0,48.0,69.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
덕성여자대학교,글로벌융합대학(인문사회),0.3,0.25,0.2,0.25,76.8,153,4.46,115,68.0,57.0,91.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
덕성여자대학교,미래 인재 대학,0.25,0.3,0.2,0.25,80.2,16,4.38,6,65.0,87.0,84.5,서울,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
덕성여자대학교,약학대학(약학과),0.2,0.35,0.15,0.3,95.8,35,7.17,54,98.0,97.0,94.0,서울,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,HCI사이언스전공,0.25,0.3,0.2,0.25,77.8,9,10,28,82.0,74.0,77.5,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,경영융합학부,0.3,0.25,0.2,0.25,75.2,29,9.2,59,67.0,76.0,79.0,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,국사학전공,0.3,0.25,0.2,0.25,71.8,11,9.2,8,86.0,52.0,74.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,국어국문학전공,0.3,0.25,0.2,0.25,70.8,6,8.5,6,72.0,52.0,79.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,글로벌MICE융합전공,0.3,0.25,0.2,0.25,73.5,8,10.6,14,79.0,66.0,74.5,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,데이터사이언스전공,0.2,0.35,0.15,0.3,65.0,25,9.7,54,70.0,81.0,54.5,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,문예창작전공,0.3,0.25,0.2,0.25,76.2,8,7.6,7,92.0,47.0,83.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,문헌정보학전공,0.2,0.35,0.15,0.3,70.8,5,10.4,4,77.0,78.0,64.0,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,문화예술경영전공,0.3,0.25,0.2,0.25,75.0,8,11.5,19,75.0,50.0,87.5,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,보건관리학전공,0.2,0.35,0.15,0.3,77.5,4,9.3,5,89.0,81.0,70.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,사회복지학전공,0.3,0.25,0.2,0.25,71.2,5,13.6,10,85.0,54.0,73.0,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,식품영양학전공,0.2,0.35,0.15,0.3,64.8,5,7.6,9,58.0,68.0,66.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,아동학전공,0.25,0.3,0.2,0.25,66.2,2,5.5,4,63.0,57.0,72.5,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,앙트러프러너십전공,0.25,0.3,0.2,0.25,71.0,5,18.2,12,75.0,76.0,66.5,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,약학과,0.2,0.35,0.15,0.3,94.8,25,7.2,27,99.0,95.0,92.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,영어전공,0.3,0.25,0.2,0.25,66.2,10,7.1,13,80.0,57.0,64.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,유러피언스터디즈전공,0.25,0.3,0.2,0.25,69.8,8,6.8,8,72.0,63.0,72.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,응용화학전공,0.2,0.35,0.15,0.3,73.5,4,9.5,11,72.0,66.0,78.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,인문사회문화학부,0.2,0.35,0.15,0.3,80.5,125,5.6,129,72.0,70.0,90.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,일어일본학전공,0.25,0.3,0.2,0.25,75.2,6,5.8,6,80.0,59.0,81.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,자연정보융합학부,0.2,0.35,0.15,0.3,68.5,43,5.8,48,82.0,74.0,59.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,자율전공학부,0.2,0.35,0.15,0.3,71.8,93,6.8,100,74.0,76.0,68.5,서울,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,정보통계학전공,0.2,0.35,0.15,0.3,68.5,7,8.4,15,60.0,76.0,69.0,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,중어중국학전공,0.25,0.3,0.2,0.25,77.8,8,9.1,13,68.0,70.0,86.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,커뮤니케이션콘텐츠전공,0.25,0.3,0.2,0.25,75.5,9,11.4,21,92.0,41.0,84.5,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,컴퓨터학전공,0.2,0.35,0.15,0.3,69.5,21,7.7,23,54.0,87.0,68.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,큐레이터학전공,0.25,0.3,0.2,0.25,69.8,11,10.1,23,82.0,57.0,70.0,서울,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동덕여자대학교,화장품학전공,0.25,0.3,0.2,0.25,74.8,9,6.8,4,72.0,76.0,75.5,서울,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,ICT융합대학,0.25,0.3,0.2,0.25,23.7,118,1.91,7,,40.0,15.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,간호학과,0.2,0.35,0.15,0.3,49.2,9,7.00,17,68.0,52.0,38.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,건축공학과,0.2,0.35,0.15,0.3,27.8,14,1.50,6,27.0,18.0,33.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,"건축학과(4년5,년)",0.2,0.35,0.15,0.3,40.0,10,2.30,8,60.0,29.0,31.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,경영대학,0.3,0.25,0.2,0.25,26.3,36,1.44,16,21.0,45.0,13.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,광고홍보학과,0.25,0.3,0.2,0.25,36.5,12,1.92,5,44.0,25.0,38.5,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,글로벌문화콘텐츠학과,0.3,0.25,0.2,0.25,30.0,13,2.69,15,36.0,11.0,43.0,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,미디어커뮤니케이션학과,0.3,0.25,0.2,0.25,28.5,19,1.60,2,31.0,30.0,26.5,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,반려동물대학,0.25,0.3,0.2,0.25,38.2,2,2.50,1,22.0,52.0,39.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,반려동물보건학과,0.2,0.35,0.15,0.3,45.2,3,2.00,2,39.0,56.0,43.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,뷰티예술대학,0.3,0.25,0.2,0.25,24.5,2,4.00,1,16.0,18.0,32.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,사회복지학과,0.3,0.25,0.2,0.25,30.0,5,4.40,8,17.0,,43.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,상담·임상심리학과,0.3,0.25,0.2,0.25,52.8,1,8.00,1,37.0,32.0,71.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,스포츠재활학과,0.25,0.3,0.2,0.25,37.2,4,5.75,5,33.0,11.0,52.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,실내건축학과,0.2,0.35,0.15,0.3,50.0,1,10.00,2,74.0,34.0,46.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,언어치료청각재활학과,0.2,0.35,0.15,0.3,43.7,7,5.29,8,33.0,,49.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,유아교육과,0.3,0.25,0.2,0.25,40.0,9,1.33,2,42.0,23.0,47.5,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,응급구조학과,0.25,0.3,0.2,0.25,39.5,3,6.33,3,26.0,76.0,28.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동명대학교,패션디자인학과,0.3,0.25,0.2,0.25,26.5,12,2.20,9,14.0,,39.0,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,건축공학과,0.2,0.35,0.15,0.3,37.4,15,1.87,7,35.43,46.29,34.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,건축학과,0.2,0.35,0.15,0.3,52.2,7,8,4,55.25,49.25,52.1,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,경영학부,0.3,0.25,0.2,0.25,39.6,38,2.68,21,36.33,38.24,41.9,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,경찰학과,0.3,0.25,0.2,0.25,53.6,6,4.17,4,60.25,45.25,54.4,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,광고홍보학과,0.25,0.3,0.2,0.25,44.2,21,18,14,48.86,42.64,42.6,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,국제통상물류학부,0.3,0.25,0.2,0.25,36.5,32,2.69,15,32.67,29.2,42.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,글로벌관광대학,0.3,0.25,0.2,0.25,29.9,85,1.69,33,30.45,18.55,35.4,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,디자인학부,0.3,0.25,0.2,0.25,67.6,3,3.67,2,80.0,32.5,79.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,디지털금융학과,0.3,0.25,0.2,0.25,47.1,14,1.57,6,44.33,51.0,46.6,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,디지털콘텐츠학부,0.25,0.3,0.2,0.25,30.7,11,4.09,8,29.5,11.33,40.9,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,뮤지컬엔터테인먼트과,0.25,0.3,0.2,0.25,24.0,2,3.5,1,17.0,,27.5,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,방송영상학과,0.25,0.3,0.2,0.25,56.8,3,4.33,2,57.0,46.0,62.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,보건행정학과,0.2,0.35,0.15,0.3,35.4,12,1.92,5,40.8,42.0,29.3,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,사회복지학부,0.3,0.25,0.2,0.25,32.9,36,1.67,11,32.73,29.91,34.4,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,스마트모빌리티학부,0.2,0.35,0.15,0.3,36.3,34,2.21,18,38.06,49.67,28.7,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,식품영양학과,0.2,0.35,0.15,0.3,47.6,6,5.67,4,32.5,68.75,44.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,연기과,0.25,0.3,0.2,0.25,22.3,5,3.2,4,20.0,12.5,28.4,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,영화과,0.25,0.3,0.2,0.25,51.8,2,8,1,65.0,34.0,54.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,운동처방학과,0.25,0.3,0.2,0.25,27.6,8,5.75,6,25.0,,28.8,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,임상병리학과,0.25,0.3,0.2,0.25,55.3,5,3.4,4,53.75,59.75,53.9,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,자유전공학부,0.2,0.35,0.15,0.3,39.8,21,2.95,14,45.29,36.29,38.8,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,작업치료학과,0.2,0.35,0.15,0.3,43.4,6,3.33,3,46.33,49.33,39.0,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,체육학과,0.3,0.25,0.2,0.25,36.4,6,7.17,4,28.0,25.75,46.0,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,치위생학과,0.2,0.35,0.15,0.3,49.1,5,8.1,4,59.75,45.25,45.6,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,캠퍼스아시아학과,0.25,0.3,0.2,0.25,33.8,4,2.5,3,34.67,51.33,24.7,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,컴퓨터공학부,0.2,0.35,0.15,0.3,33.6,92,1.74,39,31.18,43.49,29.9,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동서대학교,패션디자인학과,0.3,0.25,0.2,0.25,56.8,1,5,1,40.0,39.0,74.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,간호학과,0.2,0.35,0.15,0.3,46.8,7,4.00,14,61.0,45.0,40.5,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,물리치료학과,0.2,0.35,0.15,0.3,59.2,3,3.67,1,49.0,39.0,74.5,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,방사선학과,0.25,0.3,0.2,0.25,57.0,2,5.00,2,40.0,14.0,87.0,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,산림조경학과,0.2,0.35,0.15,0.3,51.8,13,0.31,0,68.0,47.0,46.0,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,스포츠의학과,0.2,0.35,0.15,0.3,37.7,17,0.47,0,30.0,43.0,40.0,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,식품영양학과,0.2,0.35,0.15,0.3,28.5,5,0.60,0,22.0,,35.0,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,작업치료학과,0.2,0.35,0.15,0.3,44.8,20,0.25,0,42.0,39.0,49.0,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동신대학교,한의예과,0.2,0.35,0.15,0.3,93.2,11,16.09,14,97.0,99.0,88.5,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,건설시스템공학과,0.2,0.35,0.15,0.3,56.0,12,4.58,5,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,건축공학과,0.2,0.35,0.15,0.3,66.0,7,4.43,7,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,경영정보학과,0.2,0.35,0.15,0.3,67.0,14,4.79,7,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,경영학과,0.3,0.25,0.2,0.25,71.0,35,3.66,29,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,경제학과,0.3,0.25,0.2,0.25,62.17,15,3.93,15,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,경찰학과,0.3,0.25,0.2,0.25,71.5,9,4.00,7,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,고고미술사학전공,0.3,0.25,0.2,0.25,64.5,4,6.50,11,,,,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,관광경영학과,0.3,0.25,0.2,0.25,63.17,11,5.45,5,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,교육학과,0.3,0.25,0.2,0.25,64.5,5,3.80,5,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,국제무역학과,0.3,0.25,0.2,0.25,62.5,17,4.59,13,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,금융학과,0.3,0.25,0.2,0.25,64.17,7,6.43,1,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,도시공학과,0.2,0.35,0.15,0.3,69.0,7,18.71,15,,,,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,미디어커뮤니케이션학과,0.3,0.25,0.2,0.25,68.17,7,5.00,8,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,미래에너지공학전공,0.2,0.35,0.15,0.3,68.17,6,11.50,22,,,,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,바이오메디컬학과,0.2,0.35,0.15,0.3,63.0,10,3.60,17,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,바이오소재공학과,0.2,0.35,0.15,0.3,67.0,6,10.67,12,,,,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,반도체학과,0.2,0.35,0.15,0.3,61.67,5,4.00,6,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,사학전공,0.3,0.25,0.2,0.25,57.0,4,5.75,2,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,사회복지학과,0.3,0.25,0.2,0.25,60.67,6,5.67,5,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,사회학전공,0.3,0.25,0.2,0.25,58.33,6,4.83,3,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,스마트그린자원학과,0.25,0.3,0.2,0.25,59.17,7,9.43,18,,,,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,식품생명공학과,0.2,0.35,0.15,0.3,66.67,5,7.80,8,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,아동학과,0.25,0.3,0.2,0.25,53.83,11,7.91,25,,,,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,응용생물공학과,0.2,0.35,0.15,0.3,59.67,8,7.63,18,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,전기공학과,0.2,0.35,0.15,0.3,71.0,12,5.92,14,,,,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,전자공학과,0.2,0.35,0.15,0.3,64.33,15,4.53,17,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,정보수학과,0.2,0.35,0.15,0.3,58.5,9,3.44,6,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,정치외교학전공,0.2,0.35,0.15,0.3,64.33,7,5.14,3,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,철학생명의료윤리학과,0.2,0.35,0.15,0.3,60.83,5,3.60,3,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,한국어문학과,0.3,0.25,0.2,0.25,63.67,9,3.56,5,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,행정학과,0.3,0.25,0.2,0.25,67.33,8,5.00,12,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,화학과,0.2,0.35,0.15,0.3,64.17,15,6.20,20,,,,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동아대학교,환경안전전공,0.2,0.35,0.15,0.3,58.5,7,5.14,9,,,,부산,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,건축공학과,0.2,0.35,0.15,0.3,45.0,17,2.47,15,54.0,43.0,41.5,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,경영학과,0.3,0.25,0.2,0.25,42.2,9,2.89,10,42.0,52.0,37.5,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,광고홍보학과,0.25,0.3,0.2,0.25,51.0,4,4.00,9,31.0,50.0,61.5,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,국어국문학과,0.3,0.25,0.2,0.25,40.0,10,2.40,9,37.0,51.0,36.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,국제관광경영학과,0.3,0.25,0.2,0.25,55.8,5,2.00,5,54.0,36.0,66.5,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,금융경영학과,0.3,0.25,0.2,0.25,44.5,15,2.40,23,44.0,43.0,45.5,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,기계공학과,0.2,0.35,0.15,0.3,41.8,8,2.88,7,40.0,47.0,40.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,도시공학과,0.2,0.35,0.15,0.3,31.5,16,2.88,18,22.0,68.0,18.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,디자인조형학과,0.3,0.25,0.2,0.25,56.7,31,0.61,0,46.0,,62.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,레저스포츠학과,0.25,0.3,0.2,0.25,31.3,5,5.20,8,15.0,31.0,48.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,무역학과,0.3,0.25,0.2,0.25,34.0,18,2.89,19,49.0,45.0,21.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,문헌정보학과,0.2,0.35,0.15,0.3,36.8,11,2.45,7,56.0,33.0,29.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,방사선학과,0.25,0.3,0.2,0.25,63.2,2,12.50,7,56.0,59.0,69.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,스마트항만물류학과,0.25,0.3,0.2,0.25,30.8,10,2.00,10,21.0,16.0,43.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,식품영양학과,0.2,0.35,0.15,0.3,57.8,3,3.33,3,44.0,21.0,83.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,신소재공학과,0.2,0.35,0.15,0.3,43.5,14,3.50,9,54.0,40.0,40.0,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
동의대학교,심리학과,0.3,0.25,0.2,0.25,49.2,3,3.00,1,44.0,52.0,50.5,부산,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
