universityName,departmentName,ratioKo,ratioMath,ratioEn,ratioTg,cutoffPercentile70,recruitCount,competitionRate,additionalRank,koreanCut70,mathCut70,tamguCut70,region,admissionGroup,dataSource
고려대학교,화공생명공학과,0.2,0.35,0.15,0.3,94.82,24,4.29,10,,,,서울,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
고려대학교,화학과,0.2,0.35,0.15,0.3,94.67,12,4.33,3,,,,서울,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
고려대학교,환경생태공학부,0.2,0.35,0.15,0.3,94.75,17,4.24,5,,,,서울,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
고신대학교,간호학 과,0.2,0.35,0.15,0.3,72.8,11,10.00,42,70.0,70.0,75.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
고신대학교,의료경 영학부,0.25,0.3,0.2,0.25,37.0,23,1.00,0,26.0,30.0,46.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
고신대학교,의예과 (일반),0.2,0.35,0.15,0.3,95.0,18,24.61,140,94.0,100.0,93.0,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
고신대학교,의예과 (지역인 재),0.2,0.35,0.15,0.3,95.2,8,28.38,67,92.0,100.0,94.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
고신대학교,작업치 료학과,0.2,0.35,0.15,0.3,35.8,3,3.67,6,37.0,41.0,32.5,부산,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
공주교육대학교,초등 교육과,0.3,0.25,0.2,0.25,77.2,170,2.92,32,88.0,74.0,73.5,충남,,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주교육대학교,수능위주 (일반전형),0.25,0.3,0.2,0.25,76.8,105,2.66,58,70.0,78.0,79.5,광주,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,간호학과,0.2,0.35,0.15,0.3,58.6,6,9.00,14,,,,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,건축학부,0.2,0.35,0.15,0.3,41.75,59,1.34,,,,,광주,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,공과대학,0.2,0.35,0.15,0.3,44.3,19,1.05,20,,,,광주,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,문화산업대학(문화),0.3,0.25,0.2,0.25,38.1,13,2.15,14,,,,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,문화산업대학(예체능),0.3,0.25,0.2,0.25,28.2,36,1.19,4,,,,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,보건복지대학,0.2,0.35,0.15,0.3,31.95,66,0.71,,,,,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,유아교육과,0.3,0.25,0.2,0.25,40.45,17,0.41,,,,,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,인문사회과학대학,0.2,0.35,0.15,0.3,40.5,102,1.13,12,,,,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주대학교,작업치료학과,0.2,0.35,0.15,0.3,46.35,20,0.40,,,,,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주여자대학교,A미I디어콘텐츠학과,0.25,0.3,0.2,0.25,28.3,16,0.7,,24.0,40.0,21.0,광주,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주여자대학교,간호학과,0.2,0.35,0.15,0.3,53.0,6,6.3,13,40.0,48.0,62.0,광주,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
광주여자대학교,치위생학과,0.2,0.35,0.15,0.3,35.0,5,2.3,7,54.0,29.0,28.5,광주,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,간호학과,0.2,0.35,0.15,0.3,83.5,8,4.25,9,,87.0,80.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,건설환경도시교통공학부,0.2,0.35,0.15,0.3,77.0,8,7.00,12,,66.0,88.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,경영학과,0.3,0.25,0.2,0.25,81.5,2,11.50,4,83.0,,80.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,국제무역학과,0.3,0.25,0.2,0.25,77.0,1,25.00,1,82.0,,72.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,기계 공학과,0.2,0.35,0.15,0.3,79.5,6,8.83,9,,70.0,89.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,물리치료학과,0.2,0.35,0.15,0.3,78.0,5,5.00,9,75.0,,81.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,사회복지학과,0.3,0.25,0.2,0.25,74.0,2,11.50,4,,63.0,85.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,스포츠 산업학과,0.25,0.3,0.2,0.25,51.0,3,6.00,2,31.0,,71.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,스포츠 의학과,0.2,0.35,0.15,0.3,61.0,3,5.67,2,,51.0,71.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,영어 영문학과,0.3,0.25,0.2,0.25,73.0,8,6.50,10,,66.0,80.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,유아특수교육학과,0.3,0.25,0.2,0.25,72.0,4,6.50,4,70.0,,74.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,융합경영학과,0.3,0.25,0.2,0.25,73.0,1,13.00,2,61.0,,85.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,응급구조학과,0.25,0.3,0.2,0.25,81.5,2,7.50,0,,78.0,85.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,자동차 공학과,0.2,0.35,0.15,0.3,75.5,7,9.71,8,77.0,74.0,,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,전기 공학과,0.2,0.35,0.15,0.3,78.0,3,6.00,3,,68.0,88.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,중국어 학과,0.3,0.25,0.2,0.25,69.0,5,5.20,9,70.0,68.0,,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,철도경영‧물류학과,0.3,0.25,0.2,0.25,94.0,8,5.38,6,,89.0,99.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,철도운전시스템 공학과,0.2,0.35,0.15,0.3,88.5,5,5.20,3,83.0,,94.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,철도인프라공학과,0.2,0.35,0.15,0.3,84.5,5,5.40,2,,74.0,95.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,철도전기정보 공학과,0.2,0.35,0.15,0.3,85.0,7,5.00,4,86.0,,84.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,철도차량시스템 공학과,0.2,0.35,0.15,0.3,86.5,5,7.20,3,74.0,,99.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,컴퓨터 공학과,0.2,0.35,0.15,0.3,76.5,4,5.75,4,,66.0,87.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,컴퓨터 소프트 웨어학과,0.2,0.35,0.15,0.3,76.0,3,7.33,3,,81.0,71.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,한국어 문학과,0.3,0.25,0.2,0.25,70.5,4,9.25,4,,62.0,79.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,항공‧기계설계학과,0.2,0.35,0.15,0.3,78.0,6,5.33,8,61.0,,95.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,항공운항학과,0.2,0.35,0.15,0.3,95.5,3,10.00,1,93.0,,98.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,행정정보융합학과,0.2,0.35,0.15,0.3,71.0,2,8.00,7,,57.0,85.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
교통대학교,행정학과,0.3,0.25,0.2,0.25,77.5,5,7.40,7,,62.0,93.0,경기,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,경영·금융교육과,0.3,0.25,0.2,0.25,71.0,2,11.5,4,85.0,45.0,83.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,경제통상학부,0.3,0.25,0.2,0.25,68.7,2,13.0,0,46.0,68.0,92.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,관광& 영어통역융복합학과,0.3,0.25,0.2,0.25,71.0,1,9.0,1,88.0,47.0,78.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,관광경영학과,0.3,0.25,0.2,0.25,59.7,1,20.0,4,34.0,52.0,93.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,국어교육과,0.3,0.25,0.2,0.25,79.3,4,4.3,1,80.0,62.0,96.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,기술·가정교육과,0.3,0.25,0.2,0.25,80.7,2,6.5,3,79.0,74.0,89.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,독어독문학과,0.3,0.25,0.2,0.25,62.7,1,8.0,3,67.0,40.0,81.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,문헌정보교육과,0.2,0.35,0.15,0.3,70.3,1,8.0,0,77.0,37.0,97.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,미술교육과,0.3,0.25,0.2,0.25,69.0,1,5.0,0,68.0,47.0,92.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,법학과,0.3,0.25,0.2,0.25,70.7,3,7.3,3,74.0,42.0,96.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,사학과,0.3,0.25,0.2,0.25,57.7,1,8.0,2,51.0,23.0,99.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,생물교육과,0.3,0.25,0.2,0.25,74.0,3,4.3,3,67.0,70.0,85.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,수학교육과,0.2,0.35,0.15,0.3,70.7,4,4.0,3,51.0,74.0,87.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,역사교육과,0.3,0.25,0.2,0.25,71.0,3,4.3,4,75.0,51.0,87.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,영어교육과,0.3,0.25,0.2,0.25,82.7,4,4.3,2,83.0,70.0,95.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,유아교육과,0.3,0.25,0.2,0.25,68.7,3,5.0,1,82.0,39.0,85.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,윤리교육과,0.3,0.25,0.2,0.25,75.0,2,9.0,1,79.0,50.0,96.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,음악교육과,0.3,0.25,0.2,0.25,53.0,6,2.5,3,47.0,,59.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,자율전공학부 (산업과학대학),0.2,0.35,0.15,0.3,67.7,12,7.4,29,60.0,62.0,81.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,자율전공학부 (인문사회과학대학),0.2,0.35,0.15,0.3,59.7,10,10.4,24,56.0,33.0,90.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,자율전공학부 (자연과학대학),0.2,0.35,0.15,0.3,66.7,6,8.3,15,92.0,68.0,40.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,자율전공학부 (천안공과대학),0.2,0.35,0.15,0.3,66.3,43,7.0,52,74.0,70.0,55.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,중어중문학과,0.3,0.25,0.2,0.25,63.3,1,6.0,1,70.0,54.0,66.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,지구과학교육과,0.2,0.35,0.15,0.3,89.0,2,6.5,1,77.0,92.0,98.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,지리교육과,0.3,0.25,0.2,0.25,72.0,2,7.0,0,89.0,42.0,85.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,지리학과,0.25,0.3,0.2,0.25,56.0,1,6.0,2,54.0,29.0,85.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,체육교육과,0.3,0.25,0.2,0.25,63.0,5,2.8,1,92.0,18.0,79.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,컴퓨터교육과,0.2,0.35,0.15,0.3,72.3,2,3.0,0,82.0,83.0,52.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,한문교육과,0.3,0.25,0.2,0.25,71.0,1,6.0,0,74.0,46.0,93.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,행정학과,0.3,0.25,0.2,0.25,74.0,3,6.0,1,49.0,78.0,95.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,화학교육과,0.2,0.35,0.15,0.3,81.7,3,4.0,1,61.0,87.0,97.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립공주대학교,환경교육과,0.2,0.35,0.15,0.3,67.7,3,6.0,1,37.0,74.0,92.0,충남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,경영학부,0.3,0.25,0.2,0.25,56.8,13,4.6,8,77.0,43.0,53.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,국어국문학과,0.3,0.25,0.2,0.25,38.0,11,1.9,7,47.0,59.0,23.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,국제물류학과,0.3,0.25,0.2,0.25,36.0,12,2.3,5,52.0,39.0,26.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,금융부동산경제학과,0.3,0.25,0.2,0.25,50.0,12,2.3,12,37.0,50.0,56.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,기관공학과,0.2,0.35,0.15,0.3,61.8,2,4.0,,37.0,50.0,80.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,무역학과,0.3,0.25,0.2,0.25,47.5,20,2.5,12,44.0,43.0,51.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,미디어문화학부,0.2,0.35,0.15,0.3,35.2,2,5.0,6,31.0,25.0,42.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,미술학과,0.3,0.25,0.2,0.25,34.8,1,5.0,1,52.0,31.0,28.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,벤처창업학과,0.25,0.3,0.2,0.25,41.5,10,2.0,8,30.0,47.0,44.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,사회복지학부,0.3,0.25,0.2,0.25,62.8,3,2.0,,80.0,46.0,62.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,산업디자인학부,0.3,0.25,0.2,0.25,49.2,3,6.0,5,56.0,14.0,63.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,생명과학과,0.2,0.35,0.15,0.3,52.0,7,4.3,12,60.0,47.0,50.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,수산생명의학과,0.2,0.35,0.15,0.3,62.8,3,5.0,7,51.0,66.0,67.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,수학과,0.2,0.35,0.15,0.3,38.5,15,2.5,17,33.0,54.0,33.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,식품생명공학과,0.2,0.35,0.15,0.3,48.2,15,2.3,15,42.0,52.0,49.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,식품영양학과,0.2,0.35,0.15,0.3,48.2,4,2.8,,52.0,57.0,42.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,신소재공학과,0.2,0.35,0.15,0.3,55.0,7,2.3,4,42.0,54.0,62.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,아동학부,0.25,0.3,0.2,0.25,34.0,14,1.7,6,47.0,31.0,29.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,역사학과,0.3,0.25,0.2,0.25,51.0,3,3.7,4,51.0,31.0,61.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,영어영문학과,0.3,0.25,0.2,0.25,53.5,16,2.3,12,58.0,18.0,69.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,일어일문학과,0.3,0.25,0.2,0.25,33.0,2,3.5,3,30.0,,34.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,자율전공학부,0.2,0.35,0.15,0.3,61.0,18,3.7,28,60.0,48.0,68.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,전자공학과,0.2,0.35,0.15,0.3,59.0,5,4.0,7,52.0,59.0,62.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,중어중문학과,0.3,0.25,0.2,0.25,44.8,10,2.2,11,30.0,40.0,54.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,철학과,0.3,0.25,0.2,0.25,48.2,2,7.0,1,30.0,38.0,62.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,첨단과학기술학부,0.2,0.35,0.15,0.3,50.8,19,1.8,8,20.0,62.0,60.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,체육학부,0.3,0.25,0.2,0.25,44.0,22,3.2,9,52.0,28.0,48.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,컴퓨터소프트웨어특성화대학,0.2,0.35,0.15,0.3,44.5,108,2.1,65,31.0,74.0,36.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,토목공학과,0.2,0.35,0.15,0.3,57.5,19,1.4,6,36.0,59.0,67.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,해양건설공학과,0.2,0.35,0.15,0.3,41.8,10,5.3,11,16.0,63.0,44.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,해양생명과학과,0.2,0.35,0.15,0.3,41.8,4,6.3,2,51.0,57.0,29.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,해양생물자원학과,0.2,0.35,0.15,0.3,55.5,7,4.1,9,34.0,48.0,70.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,해양수산공공인재학과,0.2,0.35,0.15,0.3,37.5,1,3.0,,49.0,38.0,31.5,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,화학공학과,0.2,0.35,0.15,0.3,51.5,10,1.9,2,47.0,59.0,50.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,환경공학과,0.2,0.35,0.15,0.3,39.8,28,1.7,12,19.0,54.0,43.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립군산대학교,회계학부,0.3,0.25,0.2,0.25,47.2,18,1.8,17,65.0,40.0,42.0,전북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,간호학부,0.2,0.35,0.15,0.3,64.0,10,3.9,5,61.0,43.0,76.0,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,건축토목환경공학부,0.2,0.35,0.15,0.3,64.5,17,5.36,15,67.0,62.0,,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,경영학과,0.3,0.25,0.2,0.25,64.5,16,4.69,19,70.0,,59.0,경북,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,광시스템공학과,0.2,0.35,0.15,0.3,74.0,14,5.50,21,89.0,,59.0,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,교육공학과,0.2,0.35,0.15,0.3,50.0,4,2.5,4,40.0,59.0,50.5,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,국어교육과,0.3,0.25,0.2,0.25,54.0,4,5.5,9,47.0,45.0,62.0,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,기계공학부,0.2,0.35,0.15,0.3,74.0,29,3.93,27,,74.0,74.0,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,기계공학부스마트모빌리티전공,0.2,0.35,0.15,0.3,66.5,26,3.76,26,,66.0,67.0,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,기계교육과,0.2,0.35,0.15,0.3,51.5,6,1.17,2,68.0,52.0,43.0,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,바이오메디컬공학과,0.2,0.35,0.15,0.3,63.5,18,6.59,25,68.0,59.0,,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,산업∙빅데이터공학부,0.2,0.35,0.15,0.3,68.0,24,4.77,23,70.0,66.0,,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,수학교육과,0.2,0.35,0.15,0.3,53.8,1,4,,31.0,74.0,55.0,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,식품영양학과,0.2,0.35,0.15,0.3,40.0,7,2.43,11,27.0,,46.5,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,영어교육과,0.3,0.25,0.2,0.25,40.2,12,2.75,12,31.0,25.0,52.5,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,유아교육과,0.3,0.25,0.2,0.25,28.0,7,1.57,4,11.0,24.0,38.5,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,윤리교육과,0.3,0.25,0.2,0.25,55.5,4,3.25,,63.0,16.0,71.5,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,자율전공학부,0.2,0.35,0.15,0.3,70.5,126,4.38,115,67.0,74.0,,경북,다군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,재료공학부,0.2,0.35,0.15,0.3,63.5,41,4.45,37,,68.0,59.0,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,전기전자교육과,0.2,0.35,0.15,0.3,48.2,6,0.83,2,61.0,32.0,50.0,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,컴퓨터교육과,0.2,0.35,0.15,0.3,72.8,4,3.25,3,68.0,54.0,84.5,경북,나군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립금오공과대학교,화학소재공학부,0.2,0.35,0.15,0.3,66.0,36,4.11,26,,66.0,66.0,경북,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립목포대학교,간호학과,0.2,0.35,0.15,0.3,55.5,12,3.92,8,60.0,66.0,48.0,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립목포대학교,건축·토목· 환경공학부,0.2,0.35,0.15,0.3,29.0,7,3.14,15,20.0,48.0,19.0,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
국립목포대학교,경영학부,0.3,0.25,0.2,0.25,53.2,11,6.00,22,51.0,57.0,52.5,전남,가군,2025 어디가 공식 정시 입결(70%컷 백분위) · 반영비율 계열 추정
