region,universityName,admissionGroup,departmentName,recruitCount,competitionRate,additionalRank,koreanCut70,mathCut70,tamguCut70,percentile70,ratioKor,ratioMath,ratioEng,ratioTam
서울,동덕여자대학교,나군,자연정보융합학부,43,5.8,48,82.0,74.0,59.0,68.5,0.2,0.35,0.15,0.3
서울,동덕여자대학교,가군,자율전공학부,93,6.8,100,74.0,76.0,68.5,71.8,0.2,0.35,0.15,0.3
서울,동덕여자대학교,나군,정보통계학전공,7,8.4,15,60.0,76.0,69.0,68.5,0.2,0.35,0.15,0.3
서울,동덕여자대학교,나군,중어중국학전공,8,9.1,13,68.0,70.0,86.5,77.8,0.25,0.3,0.2,0.25
서울,동덕여자대학교,다군,커뮤니케이션콘텐츠전공,9,11.4,21,92.0,41.0,84.5,75.5,0.25,0.3,0.2,0.25
서울,동덕여자대학교,나군,컴퓨터학전공,21,7.7,23,54.0,87.0,68.5,69.5,0.2,0.35,0.15,0.3
서울,동덕여자대학교,다군,큐레이터학전공,11,10.1,23,82.0,57.0,70.0,69.8,0.25,0.3,0.2,0.25
서울,동덕여자대학교,나군,화장품학전공,9,6.8,4,72.0,76.0,75.5,74.8,0.25,0.3,0.2,0.25
부산,동명대학교,다군,ICT융합대학,118,1.91,7,,40.0,15.5,23.7,0.25,0.3,0.2,0.25
부산,동명대학교,다군,간호학과,9,7.00,17,68.0,52.0,38.5,49.2,0.2,0.35,0.15,0.3
부산,동명대학교,다군,건축공학과,14,1.50,6,27.0,18.0,33.0,27.8,0.2,0.35,0.15,0.3
부산,동명대학교,가군,"건축학과(4년5,년)",10,2.30,8,60.0,29.0,31.0,40.0,0.2,0.35,0.15,0.3
부산,동명대학교,다군,경영대학,36,1.44,16,21.0,45.0,13.0,26.3,0.3,0.25,0.2,0.25
부산,동명대학교,나군,광고홍보학과,12,1.92,5,44.0,25.0,38.5,36.5,0.25,0.3,0.2,0.25
부산,동명대학교,나군,글로벌문화콘텐츠학과,13,2.69,15,36.0,11.0,43.0,30.0,0.3,0.25,0.2,0.25
부산,동명대학교,나군,미디어커뮤니케이션학과,19,1.60,2,31.0,30.0,26.5,28.5,0.3,0.25,0.2,0.25
부산,동명대학교,다군,반려동물대학,2,2.50,1,22.0,52.0,39.5,38.2,0.25,0.3,0.2,0.25
부산,동명대학교,다군,반려동물보건학과,3,2.00,2,39.0,56.0,43.0,45.2,0.2,0.35,0.15,0.3
부산,동명대학교,다군,뷰티예술대학,2,4.00,1,16.0,18.0,32.0,24.5,0.3,0.25,0.2,0.25
부산,동명대학교,다군,사회복지학과,5,4.40,8,17.0,,43.0,30.0,0.3,0.25,0.2,0.25
부산,동명대학교,다군,상담·임상심리학과,1,8.00,1,37.0,32.0,71.0,52.8,0.3,0.25,0.2,0.25
부산,동명대학교,다군,스포츠재활학과,4,5.75,5,33.0,11.0,52.5,37.2,0.25,0.3,0.2,0.25
부산,동명대학교,다군,실내건축학과,1,10.00,2,74.0,34.0,46.0,50.0,0.2,0.35,0.15,0.3
부산,동명대학교,가군,언어치료청각재활학과,7,5.29,8,33.0,,49.0,43.7,0.2,0.35,0.15,0.3
부산,동명대학교,가군,엔터테인먼트예술학과,8,4.00,1,10.0,11.0,28.5,19.5,0.3,0.25,0.2,0.25
부산,동명대학교,나군,유아교육과,9,1.33,2,42.0,23.0,47.5,40.0,0.3,0.25,0.2,0.25
부산,동명대학교,다군,응급구조학과,3,6.33,3,26.0,76.0,28.0,39.5,0.25,0.3,0.2,0.25
부산,동명대학교,나군,패션디자인학과,12,2.20,9,14.0,,39.0,26.5,0.3,0.25,0.2,0.25
부산,동서대학교,가군,간호학과,6,5.5,4,68.0,58.5,60.1,61.7,0.2,0.35,0.15,0.3
부산,동서대학교,다군,건축공학과,15,1.87,7,35.43,46.29,34.0,37.4,0.2,0.35,0.15,0.3
부산,동서대학교,다군,건축학과,7,8,4,55.25,49.25,52.1,52.2,0.2,0.35,0.15,0.3
부산,동서대학교,가군,경영학부,38,2.68,21,36.33,38.24,41.9,39.6,0.3,0.25,0.2,0.25
부산,동서대학교,가군,경찰학과,6,4.17,4,60.25,45.25,54.4,53.6,0.3,0.25,0.2,0.25
부산,동서대학교,가군,광고홍보학과,21,18,14,48.86,42.64,42.6,44.2,0.25,0.3,0.2,0.25
부산,동서대학교,다군,국제통상물류학부,32,2.69,15,32.67,29.2,42.0,36.5,0.3,0.25,0.2,0.25
부산,동서대학교,가군,글로벌관광대학,85,1.69,33,30.45,18.55,35.4,29.9,0.3,0.25,0.2,0.25
부산,동서대학교,가군,디자인학부,3,3.67,2,80.0,32.5,79.0,67.6,0.3,0.25,0.2,0.25
부산,동서대학교,다군,디지털금융학과,14,1.57,6,44.33,51.0,46.6,47.1,0.3,0.25,0.2,0.25
부산,동서대학교,가군,디지털콘텐츠학부,11,4.09,8,29.5,11.33,40.9,30.7,0.25,0.3,0.2,0.25
부산,동서대학교,가군,뮤지컬엔터테인먼트과,2,3.5,1,17.0,,27.5,24.0,0.25,0.3,0.2,0.25
부산,동서대학교,가군,방사선학과,2,10,1,72.0,74.0,48.5,60.8,0.25,0.3,0.2,0.25
부산,동서대학교,가군,방송영상학과,3,4.33,2,57.0,46.0,62.0,56.8,0.25,0.3,0.2,0.25
부산,동서대학교,가군,보건행정학과,12,1.92,5,40.8,42.0,29.3,35.4,0.2,0.35,0.15,0.3
부산,동서대학교,나군,사회복지학부,36,1.67,11,32.73,29.91,34.4,32.9,0.3,0.25,0.2,0.25
부산,동서대학교,다군,스마트모빌리티학부,34,2.21,18,38.06,49.67,28.7,36.3,0.2,0.35,0.15,0.3
부산,동서대학교,다군,식품영양학과,6,5.67,4,32.5,68.75,44.5,47.6,0.2,0.35,0.15,0.3
부산,동서대학교,가군,연기과,5,3.2,4,20.0,12.5,28.4,22.3,0.25,0.3,0.2,0.25
부산,동서대학교,가군,영화과,2,8,1,65.0,34.0,54.0,51.8,0.25,0.3,0.2,0.25
부산,동서대학교,가군,운동처방학과,8,5.75,6,25.0,,28.8,27.6,0.25,0.3,0.2,0.25
부산,동서대학교,가군,임상병리학과,5,3.4,4,53.75,59.75,53.9,55.3,0.25,0.3,0.2,0.25
부산,동서대학교,나군,자유전공학부,21,2.95,14,45.29,36.29,38.8,39.8,0.2,0.35,0.15,0.3
부산,동서대학교,나군,작업치료학과,6,3.33,3,46.33,49.33,39.0,43.4,0.2,0.35,0.15,0.3
부산,동서대학교,나군,체육학과,6,7.17,4,28.0,25.75,46.0,36.4,0.3,0.25,0.2,0.25
부산,동서대학교,가군,치위생학과,5,8.1,4,59.75,45.25,45.6,49.1,0.2,0.35,0.15,0.3
부산,동서대학교,나군,캠퍼스아시아학과,4,2.5,3,34.67,51.33,24.7,33.8,0.25,0.3,0.2,0.25
부산,동서대학교,가군,컴퓨터공학부,92,1.74,39,31.18,43.49,29.9,33.6,0.2,0.35,0.15,0.3
부산,동서대학교,가군,패션디자인학과,1,5,1,40.0,39.0,74.0,56.8,0.3,0.25,0.2,0.25
전남,동신대학교,가군,간호학과,7,4.00,14,61.0,45.0,40.5,46.8,0.2,0.35,0.15,0.3
전남,동신대학교,가군,물리치료학과,3,3.67,1,49.0,39.0,74.5,59.2,0.2,0.35,0.15,0.3
전남,동신대학교,가군,방사선학과,2,5.00,2,40.0,14.0,87.0,57.0,0.25,0.3,0.2,0.25
전남,동신대학교,가군,산림조경학과,13,0.31,0,68.0,47.0,46.0,51.8,0.2,0.35,0.15,0.3
전남,동신대학교,가군,소방안전학과,17,0.24,0,24.0,18.0,23.0,22.0,0.25,0.3,0.2,0.25
전남,동신대학교,가군,스포츠의학과,17,0.47,0,30.0,43.0,40.0,37.7,0.2,0.35,0.15,0.3
전남,동신대학교,가군,식품영양학과,5,0.60,0,22.0,,35.0,28.5,0.2,0.35,0.15,0.3
전남,동신대학교,가군,응급구조학과,15,1.53,0,12.0,32.0,,22.0,0.25,0.3,0.2,0.25
전남,동신대학교,가군,작업치료학과,20,0.25,0,42.0,39.0,49.0,44.8,0.2,0.35,0.15,0.3
전남,동신대학교,가군,한의예과,11,16.09,14,97.0,99.0,88.5,93.2,0.2,0.35,0.15,0.3
부산,동아대학교,나군,건설시스템공학과,12,4.58,5,,,,56.0,0.2,0.35,0.15,0.3
부산,동아대학교,나군,건축공학과,7,4.43,7,,,,66.0,0.2,0.35,0.15,0.3
부산,동아대학교,가군,경영정보학과,14,4.79,7,,,,67.0,0.2,0.35,0.15,0.3
부산,동아대학교,가군,경영학과,35,3.66,29,,,,71.0,0.3,0.25,0.2,0.25
부산,동아대학교,가군,경제학과,15,3.93,15,,,,62.17,0.3,0.25,0.2,0.25
부산,동아대학교,가군,경찰학과,9,4.00,7,,,,71.5,0.3,0.25,0.2,0.25
부산,동아대학교,다군,고고미술사학전공,4,6.50,11,,,,64.5,0.3,0.25,0.2,0.25
부산,동아대학교,가군,관광경영학과,11,5.45,5,,,,63.17,0.3,0.25,0.2,0.25
부산,동아대학교,나군,교육학과,5,3.80,5,,,,64.5,0.3,0.25,0.2,0.25
부산,동아대학교,나군,국제무역학과,17,4.59,13,,,,62.5,0.3,0.25,0.2,0.25
부산,동아대학교,가군,금융학과,7,6.43,1,,,,64.17,0.3,0.25,0.2,0.25
부산,동아대학교,다군,도시공학과,7,18.71,15,,,,69.0,0.2,0.35,0.15,0.3
부산,동아대학교,나군,미디어커뮤니케이션학과,7,5.00,8,,,,68.17,0.3,0.25,0.2,0.25
부산,동아대학교,다군,미래에너지공학전공,6,11.50,22,,,,68.17,0.2,0.35,0.15,0.3
부산,동아대학교,나군,바이오메디컬학과,10,3.60,17,,,,63.0,0.2,0.35,0.15,0.3
부산,동아대학교,다군,바이오소재공학과,6,10.67,12,,,,67.0,0.2,0.35,0.15,0.3
부산,동아대학교,나군,반도체학과,5,4.00,6,,,,61.67,0.2,0.35,0.15,0.3
부산,동아대학교,나군,사학전공,4,5.75,2,,,,57.0,0.3,0.25,0.2,0.25
부산,동아대학교,나군,사회복지학과,6,5.67,5,,,,60.67,0.3,0.25,0.2,0.25
부산,동아대학교,나군,사회학전공,6,4.83,3,,,,58.33,0.3,0.25,0.2,0.25
부산,동아대학교,다군,스마트그린자원학과,7,9.43,18,,,,59.17,0.25,0.3,0.2,0.25
부산,동아대학교,가군,식품생명공학과,5,7.80,8,,,,66.67,0.2,0.35,0.15,0.3
부산,동아대학교,다군,아동학과,11,7.91,25,,,,53.83,0.25,0.3,0.2,0.25
부산,동아대학교,가군,응용생물공학과,8,7.63,18,,,,59.67,0.2,0.35,0.15,0.3
부산,동아대학교,가군,전기공학과,12,5.92,14,,,,71.0,0.2,0.35,0.15,0.3
부산,동아대학교,나군,전자공학과,15,4.53,17,,,,64.33,0.2,0.35,0.15,0.3
부산,동아대학교,나군,정보수학과,9,3.44,6,,,,58.5,0.2,0.35,0.15,0.3
부산,동아대학교,나군,정치외교학전공,7,5.14,3,,,,64.33,0.2,0.35,0.15,0.3
부산,동아대학교,나군,철학생명의료윤리학과,5,3.60,3,,,,60.83,0.2,0.35,0.15,0.3
부산,동아대학교,나군,한국어문학과,9,3.56,5,,,,63.67,0.3,0.25,0.2,0.25
부산,동아대학교,나군,행정학과,8,5.00,12,,,,67.33,0.3,0.25,0.2,0.25
부산,동아대학교,다군,화학과,15,6.20,20,,,,64.17,0.2,0.35,0.15,0.3
부산,동아대학교,나군,환경안전전공,7,5.14,9,,,,58.5,0.2,0.35,0.15,0.3
부산,동의대학교,가군,간호학과,23,5.04,29,60.0,81.0,69.0,69.8,0.2,0.35,0.15,0.3
부산,동의대학교,가군,건축공학과,17,2.47,15,54.0,43.0,41.5,45.0,0.2,0.35,0.15,0.3
부산,동의대학교,가군,경영학과,9,2.89,10,42.0,52.0,37.5,42.2,0.3,0.25,0.2,0.25
부산,동의대학교,가군,경찰행정학과,7,4.29,3,63.0,38.0,83.0,66.8,0.3,0.25,0.2,0.25
부산,동의대학교,가군,광고홍보학과,4,4.00,9,31.0,50.0,61.5,51.0,0.25,0.3,0.2,0.25
부산,동의대학교,가군,국어국문학과,10,2.40,9,37.0,51.0,36.0,40.0,0.3,0.25,0.2,0.25
부산,동의대학교,가군,국제관광경영학과,5,2.00,5,54.0,36.0,66.5,55.8,0.3,0.25,0.2,0.25
부산,동의대학교,가군,금융경영학과,15,2.40,23,44.0,43.0,45.5,44.5,0.3,0.25,0.2,0.25
부산,동의대학교,가군,기계공학과,8,2.88,7,40.0,47.0,40.0,41.8,0.2,0.35,0.15,0.3
부산,동의대학교,가군,도시공학과,16,2.88,18,22.0,68.0,18.0,31.5,0.2,0.35,0.15,0.3
부산,동의대학교,가군,디자인조형학과,31,0.61,0,46.0,,62.0,56.7,0.3,0.25,0.2,0.25
부산,동의대학교,가군,레저스포츠학과,5,5.20,8,15.0,31.0,48.0,31.3,0.25,0.3,0.2,0.25
부산,동의대학교,가군,무역학과,18,2.89,19,49.0,45.0,21.0,34.0,0.3,0.25,0.2,0.25
부산,동의대학교,가군,문헌정보학과,11,2.45,7,56.0,33.0,29.0,36.8,0.2,0.35,0.15,0.3
부산,동의대학교,가군,물리치료학과,5,4.60,7,36.0,81.0,76.5,67.5,0.2,0.35,0.15,0.3
부산,동의대학교,가군,방사선학과,2,12.50,7,56.0,59.0,69.0,63.2,0.25,0.3,0.2,0.25
부산,동의대학교,가군,스마트항만물류학과,10,2.00,10,21.0,16.0,43.0,30.8,0.25,0.3,0.2,0.25
부산,동의대학교,가군,식품영양학과,3,3.33,3,44.0,21.0,83.0,57.8,0.2,0.35,0.15,0.3
부산,동의대학교,가군,신소재공학과,14,3.50,9,54.0,40.0,40.0,43.5,0.2,0.35,0.15,0.3
부산,동의대학교,가군,심리학과,3,3.00,1,44.0,52.0,50.5,49.2,0.3,0.25,0.2,0.25
부산,동의대학교,가군,아동학과,16,2.19,19,14.0,43.0,23.5,26.0,0.25,0.3,0.2,0.25
부산,동의대학교,가군,유아교육과,9,2.56,7,40.0,24.0,80.0,56.0,0.3,0.25,0.2,0.25
부산,동의대학교,가군,유통물류학과,9,3.00,17,17.0,25.0,49.0,35.0,0.25,0.3,0.2,0.25
부산,동의대학교,가군,일본학과,4,3.50,6,33.0,23.0,57.0,42.5,0.25,0.3,0.2,0.25
부산,동의대학교,가군,임상병리학과,4,5.25,10,65.0,66.0,58.5,62.0,0.25,0.3,0.2,0.25
부산,동의대학교,가군,재무부동산학과,8,1.38,6,18.0,26.0,69.5,45.8,0.25,0.3,0.2,0.25
부산,동의대학교,가군,전자공학과,25,3.96,23,52.0,56.0,41.5,47.8,0.2,0.35,0.15,0.3
부산,동의대학교,가군,제품디자인공학과,10,2.00,11,13.0,35.0,32.0,26.7,0.2,0.35,0.15,0.3
부산,동의대학교,가군,중어중국학과,14,2.64,10,49.0,30.0,34.5,37.0,0.25,0.3,0.2,0.25
부산,동의대학교,가군,창업투자경영학과,7,2.00,9,,68.0,52.5,57.7,0.3,0.25,0.2,0.25
부산,동의대학교,가군,치위생학과,5,7.80,0,46.0,68.0,71.5,64.2,0.2,0.35,0.15,0.3
부산,동의대학교,가군,평생교육· 청소년상담학과,22,1.77,18,33.0,23.0,24.0,26.0,0.3,0.25,0.2,0.25
부산,동의대학교,가군,한의예과 (수학<미적분/기하>),13,7.54,7,98.0,98.0,91.5,94.8,0.2,0.35,0.15,0.3
부산,동의대학교,가군,행정학과,2,5.00,1,56.0,30.0,69.5,56.2,0.3,0.25,0.2,0.25
부산,동의대학교,가군,호텔·컨벤션경영학과,3,2.67,4,52.0,47.0,44.5,47.0,0.3,0.25,0.2,0.25
부산,동의대학교,가군,환경공학과,12,3.17,8,30.0,21.0,55.5,40.5,0.2,0.35,0.15,0.3
부산,동의대학교,가군,회계학과,21,2.62,22,39.0,59.0,12.5,30.8,0.3,0.25,0.2,0.25
경기,루터대학교,다군,휴먼케어서비스 학부,59,1.56,33,,,,44.0,0.25,0.3,0.2,0.25
경기,명지대학교,나군,건축대학,9,7.33,4,75.0,87.0,72.5,76.8,0.2,0.35,0.15,0.3
서울,명지대학교,다군,경영대학,58,7.72,69,68.0,93.0,82.5,81.5,0.3,0.25,0.2,0.25
서울,명지대학교,나군,미디어· 휴먼라이프대학,23,5.17,18,79.0,83.0,69.0,75.0,0.3,0.25,0.2,0.25
경기,명지대학교,가군,반도체·ICT대학,139,4.68,103,49.0,92.0,73.0,71.8,0.2,0.35,0.15,0.3
서울,명지대학교,나군,사회과학대학,90,5.01,74,85.0,85.0,62.5,73.8,0.2,0.35,0.15,0.3
경기,명지대학교,가군,스마트시스템공과대학,106,4.4,79,75.0,87.0,66.0,73.5,0.2,0.35,0.15,0.3
서울,명지대학교,다군,인공지능· 소프트웨어융합대학,25,9.64,24,86.0,92.0,61.0,75.0,0.2,0.35,0.15,0.3
서울,명지대학교,나군,인문대학,85,4.54,69,86.0,81.0,62.0,72.8,0.3,0.25,0.2,0.25
서울,명지대학교,가군,자율전공학부(인문),141,4.72,116,82.0,78.0,73.5,76.8,0.2,0.35,0.15,0.3
경기,명지대학교,다군,자율전공학부(자연),69,6.01,86,58.0,87.0,84.5,78.5,0.2,0.35,0.15,0.3
경기,명지대학교,나군,화학·생명과학대학,39,6.15,79,70.0,76.0,71.5,72.2,0.2,0.35,0.15,0.3
대전,목원대학교,나군,AI응용학과,14,3.79,14,,,,38.33,0.25,0.3,0.2,0.25
대전,목원대학교,나군,건축학부,1,10.00,9,,,,22.0,0.2,0.35,0.15,0.3
대전,목원대학교,다군,경영학부,16,3.75,19,,,,29.0,0.3,0.25,0.2,0.25
대전,목원대학교,다군,경찰법학과,10,4.00,10,,,,31.67,0.3,0.25,0.2,0.25
대전,목원대학교,다군,경찰행정학부,4,5.00,2,,,,45.0,0.3,0.25,0.2,0.25
대전,목원대학교,나군,광고홍보커뮤니케이션학부,7,8.00,22,,,,34.67,0.25,0.3,0.2,0.25
대전,목원대학교,나군,금융경제학과,12,4.33,18,,,,32.0,0.3,0.25,0.2,0.25
대전,목원대학교,다군,도시공학과,15,3.80,17,,,,40.33,0.2,0.35,0.15,0.3
대전,목원대학교,다군,마케팅빅데이터학과,10,4.10,12,,,,25.67,0.2,0.35,0.15,0.3
대전,목원대학교,나군,미술교육과[교직],5,5.80,5,,,,49.33,0.3,0.25,0.2,0.25
대전,목원대학교,다군,보건의료행정학과,4,4.25,12,,,,23.33,0.2,0.35,0.15,0.3
대전,목원대학교,다군,부동산금융보험학과,18,2.39,13,,,,25.0,0.3,0.25,0.2,0.25
대전,목원대학교,나군,사회복지학과,10,6.30,23,,,,32.33,0.3,0.25,0.2,0.25
대전,목원대학교,다군,생물산업학부,9,2.56,1,,,,38.0,0.25,0.3,0.2,0.25
대전,목원대학교,나군,소방방재학과,1,13.00,7,,,,29.67,0.25,0.3,0.2,0.25
대전,목원대학교,가군,수학교육과[교직],10,5.50,13,,,,45.33,0.2,0.35,0.15,0.3
대전,목원대학교,나군,스포츠건강관리학과,2,7.50,4,,,,36.0,0.25,0.3,0.2,0.25
대전,목원대학교,다군,식품제약학부,15,3.13,7,,,,35.33,0.2,0.35,0.15,0.3
대전,목원대학교,나군,신학과[교직],4,2.00,1,,,,33.67,0.3,0.25,0.2,0.25
대전,목원대학교,다군,역사학과,1,10.00,2,,,,33.67,0.3,0.25,0.2,0.25
대전,목원대학교,가군,영어교육과[교직],7,8.29,3,,,,45.67,0.3,0.25,0.2,0.25
대전,목원대학교,다군,영어학과,13,3.15,11,,,,20.67,0.3,0.25,0.2,0.25
대전,목원대학교,다군,외식조리·제과제빵학과,1,8.00,2,,,,50.0,0.25,0.3,0.2,0.25
대전,목원대학교,다군,응급구조학과,3,5.00,9,,,,25.67,0.25,0.3,0.2,0.25
대전,목원대학교,다군,자율전공학부,16,3.19,25,,,,31.67,0.2,0.35,0.15,0.3
대전,목원대학교,다군,전기전자공학과,1,15.00,9,,,,40.33,0.2,0.35,0.15,0.3
대전,목원대학교,나군,컴퓨터공학과,17,5.18,27,,,,40.67,0.2,0.35,0.15,0.3
대전,목원대학교,다군,항공호텔관광경영학과,13,3.38,15,,,,27.33,0.2,0.35,0.15,0.3
전남,목포가톨릭대학교,가군,간호학과,8,3.00,8,58.0,39.0,62.0,55.2,0.2,0.35,0.15,0.3
충남,백석대학교,나군,간호학과,6,4.83,13,75.0,51.0,72.0,66.0,0.2,0.35,0.15,0.3
충남,백석대학교,가군,경상학부,8,6.63,10,58.0,52.0,72.0,60.7,0.25,0.3,0.2,0.25
충남,백석대학교,나군,경찰학부,3,8.67,7,88.0,66.0,69.0,74.3,0.3,0.25,0.2,0.25
충남,백석대학교,가군,관광학부,6,6.67,6,65.0,48.0,64.0,59.0,0.3,0.25,0.2,0.25
충남,백석대학교,나군,관광학부 (글로벌호텔비즈니스),7,7.86,8,60.0,57.0,72.0,63.0,0.3,0.25,0.2,0.25
충남,백석대학교,나군,관광학부 (항공서비스),2,18.5,1,77.0,59.0,85.0,73.7,0.2,0.35,0.15,0.3
충남,백석대학교,가군,기독교학부,23,4.13,26,47.0,38.0,55.0,46.7,0.25,0.3,0.2,0.25
충남,백석대학교,나군,디자인영상학부,69,11.48,61,33.0,,35.0,34.0,0.3,0.25,0.2,0.25
충남,백석대학교,가군,문화예술학부 (뮤지컬),8,2,10,12.0,16.0,38.0,22.0,0.3,0.25,0.2,0.25
충남,백석대학교,가군,문화예술학부 (연기예술),8,11.75,8,26.0,,18.0,22.0,0.3,0.25,0.2,0.25
충남,백석대학교,가군,보건학부 (물리치료학과),3,9.33,3,83.0,78.0,83.0,81.3,0.2,0.35,0.15,0.3
충남,백석대학교,가군,보건학부 (안경광학과),8,5.5,18,46.0,68.0,61.0,58.3,0.2,0.35,0.15,0.3
충남,백석대학교,가군,보건학부 (응급구조학과),4,5.5,9,56.0,54.0,71.0,60.3,0.2,0.35,0.15,0.3
충남,백석대학교,나군,보건학부 (작업치료학과),10,5.4,6,58.0,51.0,72.0,60.3,0.2,0.35,0.15,0.3
충남,백석대학교,가군,보건학부 (치위생학과),6,4,5,61.0,59.0,78.0,66.0,0.2,0.35,0.15,0.3
충남,백석대학교,가군,사범학부 (유아교육과),4,8.25,5,65.0,39.0,68.0,57.3,0.3,0.25,0.2,0.25
충남,백석대학교,나군,사범학부 (유아특수교육과),11,7.18,17,60.0,41.0,63.0,54.7,0.3,0.25,0.2,0.25
충남,백석대학교,가군,사범학부 (특수교육과),16,4.69,22,40.0,42.0,71.0,51.0,0.3,0.25,0.2,0.25
충남,백석대학교,가군,사범학부 (특수체육교육과),6,4,5,47.0,19.0,71.0,45.7,0.3,0.25,0.2,0.25
충남,백석대학교,나군,사회복지학부,15,5.73,20,65.0,43.0,59.0,55.7,0.3,0.25,0.2,0.25
충남,백석대학교,가군,스포츠과학부,28,10.89,8,37.0,14.0,58.0,36.3,0.2,0.35,0.15,0.3
충남,백석대학교,나군,어문학부,4,8.25,4,68.0,16.0,72.0,52.0,0.3,0.25,0.2,0.25
충남,백석대학교,가군,외식산업학부,2,25,1,74.0,56.0,96.0,75.3,0.25,0.3,0.2,0.25
충남,백석대학교,나군,자유전공학부 (인문·자연계열),16,9,27,49.0,57.0,62.0,56.0,0.2,0.35,0.15,0.3
충남,백석대학교,가군,자유전공학부 (자연계열),3,14,2,39.0,68.0,77.0,61.3,0.2,0.35,0.15,0.3
충남,백석대학교,가군,첨단IT학부,17,7.24,28,56.0,57.0,69.0,60.7,0.25,0.3,0.2,0.25
충남,백석대학교,나군,컴퓨터공학부,21,5.38,21,47.0,54.0,58.0,53.0,0.2,0.35,0.15,0.3
부산,부산가톨릭대학교,나군,간호학과,9,7.78,15,54.0,57.0,95.0,75.2,0.2,0.35,0.15,0.3
부산,부산가톨릭대학교,나군,물리치료학과,7,4.00,5,56.0,85.0,60.0,65.2,0.2,0.35,0.15,0.3
부산,부산가톨릭대학교,가군,방사선학과,2,10.50,2,86.0,47.0,82.5,74.5,0.25,0.3,0.2,0.25
부산,부산가톨릭대학교,나군,병원경영학과,21,1.00,0,34.0,40.0,31.0,35.0,0.3,0.25,0.2,0.25
부산,부산가톨릭대학교,가군,사회복지학과,8,3.13,17,51.0,36.0,25.0,34.2,0.3,0.25,0.2,0.25
부산,부산가톨릭대학교,나군,산업안전보건학과,10,1.40,4,33.0,70.0,22.0,36.8,0.2,0.35,0.15,0.3
부산,부산가톨릭대학교,나군,상담심리학과,12,1.75,9,31.0,62.0,33.5,40.0,0.3,0.25,0.2,0.25
부산,부산가톨릭대학교,가군,소방방재학과,8,1.75,6,26.0,43.0,25.0,29.8,0.25,0.3,0.2,0.25
부산,부산가톨릭대학교,가군,언어청각치료학과,8,2.00,8,44.0,26.0,49.5,42.2,0.2,0.35,0.15,0.3
부산,부산가톨릭대학교,다군,유통마케팅학과,8,2.63,13,24.0,23.0,48.5,36.0,0.25,0.3,0.2,0.25
부산,부산가톨릭대학교,가군,임상병리학과,3,5.33,1,80.0,74.0,57.0,67.0,0.25,0.3,0.2,0.25
부산,부산가톨릭대학교,다군,자율전공학부,3,11.67,8,46.0,59.0,51.5,52.0,0.2,0.35,0.15,0.3
부산,부산가톨릭대학교,가군,치기공학과,4,3.50,3,46.0,59.0,55.0,53.8,0.2,0.35,0.15,0.3
부산,부산가톨릭대학교,가군,컴퓨터정보공학과,10,3.60,26,42.0,41.0,33.5,37.5,0.2,0.35,0.15,0.3
부산,부산교육대학교,나군,초등교육학부,153,2.29,33,58.0,78.0,90.5,79.2,0.3,0.25,0.2,0.25
경남,부산대학교,가군,간호학과,9,3.1,2,88.0,87.0,69.5,78.5,0.2,0.35,0.15,0.3
경남,부산대학교,가군,건축공학과,20,3.4,19,93.0,76.0,69.5,77.0,0.2,0.35,0.15,0.3
경남,부산대학교,가군,건축학과,15,5.3,20,68.0,89.0,89.5,84.0,0.2,0.35,0.15,0.3
경남,부산대학교,가군,경영학과,120,2.9,48,88.0,70.0,95.0,87.0,0.3,0.25,0.2,0.25
경남,부산대학교,가군,고고학과,8,6.8,8,85.0,78.0,73.0,77.2,0.25,0.3,0.2,0.25
경남,부산대학교,가군,교육학과,8,3.9,15,74.0,68.0,93.5,82.2,0.3,0.25,0.2,0.25
경남,부산대학교,가군,국어교육과,10,3.7,12,92.0,74.0,77.5,80.2,0.3,0.25,0.2,0.25
경남,부산대학교,가군,국제학부,5,7.0,5,89.0,63.0,90.0,83.0,0.3,0.25,0.2,0.25
경남,부산대학교,가군,노어노문학과,10,4.7,7,72.0,57.0,97.0,80.8,0.3,0.25,0.2,0.25
경남,부산대학교,가군,대기환경과학과,10,3.3,0,85.0,76.0,77.5,79.0,0.2,0.35,0.15,0.3
경남,부산대학교,가군,도시공학과,15,4.8,9,86.0,74.0,84.5,82.2,0.2,0.35,0.15,0.3
경남,부산대학교,가군,독어독문학과,10,5.2,3,63.0,70.0,96.0,81.2,0.3,0.25,0.2,0.25
경남,부산대학교,가군,문헌정보학과,12,5.8,8,88.0,63.0,85.5,80.5,0.2,0.35,0.15,0.3
경남,부산대학교,가군,물리교육과,12,4.8,5,65.0,87.0,77.0,76.5,0.2,0.35,0.15,0.3
경남,부산대학교,가군,물리학과,33,3.2,28,92.0,66.0,71.0,75.0,0.2,0.35,0.15,0.3
경남,부산대학교,가군,미디어커뮤니케이션학과,15,4.1,7,92.0,74.0,85.0,84.0,0.3,0.25,0.2,0.25
경남,부산대학교,가군,미생물학과,16,3.3,16,86.0,74.0,77.5,78.8,0.25,0.3,0.2,0.25
경남,부산대학교,가군,분자생물학과,18,3.3,22,77.0,93.0,66.5,75.8,0.25,0.3,0.2,0.25
경남,부산대학교,가군,불어불문학과,11,4.6,15,83.0,70.0,79.0,77.8,0.3,0.25,0.2,0.25
경남,부산대학교,가군,사회기반시스템공학과,37,3.6,36,82.0,70.0,80.5,78.2,0.2,0.35,0.15,0.3
